"Security_ID","BDC_Name","FV_Percentage_Cost","FV_Per_Par","Non_Accrual","Security_Type","Non_Qualifying","Loan_Tenure","FV_Percentage_Cost_Q1","FV_Per_Par_Q1","Non_Accrual_Q1","Security_Type_Q1","Non_Qualifying_Q1","Loan_Tenure_Q1","FV_Percentage_Cost_Q2","FV_Per_Par_Q2","Non_Accrual_Q2","Security_Type_Q2","Non_Qualifying_Q2","Loan_Tenure_Q2"
"'5d4c0ed2986af","Nuveen Churchill Direct Lending Corp.","100.27","99.38","0","First Lien Senior Secured","0","0","100.76","99.8","0","First Lien Senior Secured","0","0","100.05","99.05","0","First Lien Senior Secured","0","0"
"'60361eba8a4e3","Owl Rock Capital Corporation II","","","0","First Lien Senior Secured","0","15","100","94.85","0","First Lien Senior Secured","0","15","","","0","","0",""
"'602256e44e2d7","Golub Capital BDC, Inc","","","0","First Lien Senior Secured","0","-18","","","0","First Lien Senior Secured","0","-18","","","0","","0",""
"'6023947718ef9","PennantPark Investment Corp","103.29","88.25","0","First Lien Senior Secured","0","0","101.74","86.5","0","First Lien Senior Secured","0","0","","","0","","0",""
"'5b6d3ad2c718b","Newtek Business Services Corp.","","97.22","0","First Lien Senior Secured","0","32","","97.3","0","First Lien Senior Secured","0","32","","89.19","0","First Lien Senior Secured","0","32"
"'5c778a389a416","Barings BDC, Inc.","86.02","85.2","0","First Lien Senior Secured","0","-10","84.56","83.7","0","First Lien Senior Secured","0","-10","88.05","87.1","0","First Lien Senior Secured","0","-10"
"'5c91dbf85d307","TCW Direct Lending VII LLC","92.78","91.5","0","First Lien Senior Secured","0","-21","89.05","87.7","0","First Lien Senior Secured","0","-21","87.55","86.1","0","First Lien Senior Secured","0","-21"
"'5ff806ca8e8fe","Golub Capital BDC, Inc","","","0","First Lien Senior Secured","0","6","","","0","First Lien Senior Secured","0","6","","","0","First Lien Senior Secured","0","6"
"'5ff7ec32cf777","SLR Investment Corp.","100.01","101.25","0","First Lien Senior Secured","1","-20","100.14","101.13","0","First Lien Senior Secured","1","-20","100.25","101","0","First Lien Senior Secured","1","-20"
"'5ebbe71f4f389","Newtek Business Services Corp.","82.9","82.9","0","First Lien Senior Secured","0","52","83","82.99","0","First Lien Senior Secured","0","52","78.61","78.61","0","First Lien Senior Secured","0","52"
"'5ffe7f1da7edb","Portman Ridge Finance Corporation","114.07","100.56","0","First Lien Senior Secured","0","23","114.43","100.35","0","First Lien Senior Secured","0","23","","","0","","0",""
"'59b0eb63cef7b","Barings Capital Investment Corporation","","","0","","0","","","","0","","0","","98.9","89.5","0","Second Lien Senior Secured","0","-48"
"'591ae7d105ba7","Newtek Business Services Corp.","105.66","105.66","0","First Lien Senior Secured","0","20.5","105.955","105.955","0","First Lien Senior Secured","0","20.5","105.075","105.075","0","First Lien Senior Secured","0","20.5"
"'60012cce5db23","Guggenheim Credit Income Fund","","","0","","0","","79.01","79.01","0","First Lien Senior Secured","0","-16","93.98","93.98","0","First Lien Senior Secured","0","-16"
"'5b6bf9c2f15d2","Oaktree Specialty Lending Corp","102.67","135.47","0","Second Lien Senior Secured","1","10","100.93","133.07","0","Second Lien Senior Secured","1","10","89.33","117.64","0","Second Lien Senior Secured","1","10"
"'5be3c5c5a1ae7","Business Development Corporation of America","","","0","","0","","99.69","98.52","0","First Lien Senior Secured","0","0","","","0","","0",""
"'5ffee8a15e774","Goldman Sachs Private Middle Market Credit II LLC","100.63","99.24","0","First Lien Senior Secured","0","-15","100.73","99.26","0","First Lien Senior Secured","0","-15","","","0","","0",""
"'5ebc1a3d951d3","Newtek Business Services Corp.","110.43","110.43","0","First Lien Senior Secured","0","234","110.46","110.46","0","First Lien Senior Secured","0","234","110.95","110.95","0","First Lien Senior Secured","0","234"
"'601a50a7c2103","Investcorp Credit Management BDC, Inc.","100.7","99.75","0","First Lien Senior Secured","0","2","99.98","99","0","First Lien Senior Secured","0","2","","","0","","0",""
"'60641da8aed5d","Steele Creek Capital Corporation","","","0","","0","","100.94","100","0","First Lien Senior Secured","0","4","","","0","","0",""
"'6047363478175","WhiteHorse Finance, Inc.","100.92","99.01","0","First Lien Senior Secured","0","9","100","98.03","0","First Lien Senior Secured","0","9","","","0","","0",""
"'5988149538f93","Owl Rock Capital Corporation II","44.21","39.5","1","Second Lien Senior Secured","0","-3","56.91","52","1","Second Lien Senior Secured","0","-3","69.07","65","1","Second Lien Senior Secured","0","-3"
"'602270e43d4f0","Golub Capital BDC 3, Inc.","","","0","First Lien Senior Secured","0","7","","","0","First Lien Senior Secured","0","7","","","0","","0",""
"'603f557dd93de","Monroe Capital Income Plus Corporation","102.35","100.28","0","First Lien Senior Secured","0","3","100","97.73","0","First Lien Senior Secured","0","3","","","0","","0",""
"'60011e67f1885","First Eagle Alternative Capital BDC, Inc.","","","0","First Lien Senior Secured","0","-24","","","0","First Lien Senior Secured","0","-24","","","0","First Lien Senior Secured","0","-24"
"'5ab896348a824","Crescent Capital BDC, Inc","","","0","First Lien Senior Secured","0","-34","","","0","First Lien Senior Secured","0","-34","","","0","First Lien Senior Secured","0","-34"
"'5e7077e2c5ebd","Venture Lending & Leasing IX, Inc.","100","97","0","First Lien Senior Secured","0","-33","100","96.62","0","First Lien Senior Secured","0","-33","100","96.24","0","First Lien Senior Secured","0","-33"
"'5ff42bfccbfec","Goldman Sachs Private Middle Market Credit II LLC","100.41","99.505","0","First Lien Senior Secured","0","5","97.975","97.07","0","First Lien Senior Secured","0","5","97.38","96.5","0","First Lien Senior Secured","0","5"
"'5ffd497ab627a","TCG BDC II, Inc.","102.27","100.51","0","First Lien Senior Secured","0","13","102.86","101.03","0","First Lien Senior Secured","0","13","100.19","98.33","0","First Lien Senior Secured","0","13"
"'6010f1c934cba","Prospect Capital Corporation","","","0","First Lien Senior Secured","0","-8","","","0","First Lien Senior Secured","0","-8","","","0","First Lien Senior Secured","0","-8"
"'5ff59a1514f6b","Ares Capital Corporation","","","0","","0","","100","100","0","First Lien Senior Secured","0","10","100","100","0","First Lien Senior Secured","0","10"
"'59159b431cd5b","Oxford Square Capital Corp.","4.7","3","0","Other","1","31","1.57","1","0","Other","1","31","4.7","3","0","Other","1","31"
"'5e6f1e133b643","OFS Capital Corporation","","","0","","0","","","","0","","0","","102.35","100.9","0","First Lien Senior Secured","0","-10"
"'609a572f11733","Golub Capital BDC 3, Inc.","100","98.53","0","First Lien Senior Secured","0","18","","","0","","0","","","","0","","0",""
"'60473646dd782","WhiteHorse Finance, Inc.","","","0","First Lien Senior Secured","0","-26","","","0","First Lien Senior Secured","0","2","","","0","","0",""
"'6094db6782e03","Apollo Investment Corporation","101.47","98.5","0","First Lien Senior Secured","0","17","","","0","","0","","","","0","","0",""
"'5939110d98ac8","FS KKR Capital Corp. II","107.27","94.4","0","First Lien Senior Secured","0","-21","104.59","91.2","0","First Lien Senior Secured","0","-21","91.67","78.57","0","First Lien Senior Secured","0","-21"
"'60634dabb2e21","Newtek Business Services Corp.","102.88","102.88","0","First Lien Senior Secured","0","243","102.96","102.96","0","First Lien Senior Secured","0","243","","","0","","0",""
"'5fffd2c4d5f01","New Mountain Finance Corporation","101.31","100.77","0","First Lien Senior Secured","0","-26","101.51","100.93","0","First Lien Senior Secured","0","-26","100.65","100","0","First Lien Senior Secured","0","-38"
"'591add1c3f703","Newtek Business Services Corp.","114.58","114.57","0","First Lien Senior Secured","0","127","114.84","114.84","0","First Lien Senior Secured","0","127","115.12","115.12","0","First Lien Senior Secured","0","127"
"'5d4a7dbe024ee","Monroe Capital Income Plus Corporation","","","0","","0","","101.68","100.22","0","First Lien Senior Secured","0","-16","102.54","101","0","First Lien Senior Secured","0","-16"
"'603cecfb304e7","Main Street Capital Corporation","98.94","98.79","0","Subordinated","0","-52","98.93","98.38","0","Subordinated","0","-52","","","0","","0",""
"'5ffedd0a47895","New Mountain Finance Corporation","100.435","100","0","First Lien Senior Secured","0","-6","100.59","100","0","First Lien Senior Secured","0","-6","99.92","99.38","0","First Lien Senior Secured","0","-6"
"'5dbaab71df116","Owl Rock Capital Corporation","","","0","","0","","99.7","98.75","0","First Lien Senior Secured","0","-12","99.26","98.25","0","First Lien Senior Secured","0","-12"
"'5c8b670944515","Venture Lending & Leasing IX, Inc.","100","97.15","0","First Lien Senior Secured","0","-43","100","95.38","0","First Lien Senior Secured","0","-49","100","93.93","0","First Lien Senior Secured","0","-49"
"'5f3a6753d8897","Blackstone Private Credit Fund","99.43","99.57","0","First Lien Senior Secured","1","-26","","","0","","0","","","","0","","0",""
"'5b6d398c9775b","Newtek Business Services Corp.","116.01","116.01","0","First Lien Senior Secured","0","213","116.14","116.14","0","First Lien Senior Secured","0","213","114.24","114.24","0","First Lien Senior Secured","0","213"
"'591d71c5b1528","Newtek Business Services Corp.","104.5","104.5","0","First Lien Senior Secured","0","14","104.75","104.75","0","First Lien Senior Secured","0","14","104.39","104.39","0","First Lien Senior Secured","0","14"
"'5915a8e3dfffd","Newtek Business Services Corp.","117.19","117.19","0","First Lien Senior Secured","0","183","117.38","117.38","0","First Lien Senior Secured","0","183","118.06","118.06","0","First Lien Senior Secured","0","183"
"'5be54cf14fd3b","Barings Capital Investment Corporation","","","0","","0","","","","0","","0","","99.63","98.6","0","First Lien Senior Secured","0","-21"
"'591590d4072f1","Gladstone Investment Corporation","100","100","0","First Lien Senior Secured","0","-30","100","100","0","First Lien Senior Secured","0","-54","100","100","0","First Lien Senior Secured","0","-54"
"'60898c78325b5","Blackstone Private Credit Fund","101.5","100.5","0","First Lien Senior Secured","0","28","","","0","","0","","","","0","","0",""
"'603621c5b85cb","Owl Rock Capital Corporation III","100.46","98","0","Second Lien Senior Secured","0","39","100","97.51","0","Second Lien Senior Secured","0","39","","","0","","0",""
"'59158bdf2653a","Gladstone Capital Corporation","","","0","First Lien Senior Secured","0","-126","","","0","First Lien Senior Secured","0","-126","","","0","First Lien Senior Secured","0","-126"
"'5c8b797bdae3d","Venture Lending & Leasing IX, Inc.","100","97.07","0","First Lien Senior Secured","0","-35","100","96.65","0","First Lien Senior Secured","0","-35","100","96.25","0","First Lien Senior Secured","0","-35"
"'5c8b66da656fb","Venture Lending & Leasing VIII, Inc","100","97.905","0","First Lien Senior Secured","0","-44","100","97.195","0","First Lien Senior Secured","0","-44","100","96.495","0","First Lien Senior Secured","0","-44"
"'60080045dfb48","WhiteHorse Finance, Inc.","","","0","","0","","100","100","0","First Lien Senior Secured","0","-32","100","100","0","First Lien Senior Secured","0","-32"
"'5d4d9ed205192","Stellus Capital Investment Corp","101","100","0","First Lien Senior Secured","0","-9","100.56","99.5","0","First Lien Senior Secured","0","-9","99.6","98.5","0","First Lien Senior Secured","0","-9"
"'5aeff77cb1aa2","OFS Capital Corporation","0.58","0.48","1","Subordinated","0","-25","15.04","13.21","1","Subordinated","0","-25","43.98","39.28","1","Subordinated","0","-25"
"'5ccfd70a7cae0","Hancock Park Corporate Income, Inc.","101.49","100.72","0","First Lien Senior Secured","0","-19","100.83","100","0","First Lien Senior Secured","0","-19","101.73","100.83","0","First Lien Senior Secured","0","-19"
"'5f33e4319119f","Newtek Business Services Corp.","","","0","","0","","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'609a226bbc469","Blackstone Private Credit Fund","99.6","100.2","0","First Lien Senior Secured","1","-1","","","0","","0","","","","0","","0",""
"'5eabd9fa162e1","Fidus Investment Corporation","101.17","100","0","First Lien Senior Secured","0","-8","101.26","100","0","First Lien Senior Secured","0","-8","100.57","99.24","0","First Lien Senior Secured","0","-8"
"'604736da5d16a","WhiteHorse Finance, Inc.","","","0","","0","","100.05","98.04","0","First Lien Senior Secured","0","-23","","","0","","0",""
"'60963141562fc","Audax Credit BDC Inc.","101.01","100","0","First Lien Senior Secured","0","30","","","0","","0","","","","0","","0",""
"'5c8b68783acc8","Venture Lending & Leasing VIII, Inc","","","0","","0","","83.94","82.93","0","First Lien Senior Secured","0","-41","75.55","74.49","0","First Lien Senior Secured","0","-41"
"'60080bdf22ad8","Monroe Capital Income Plus Corporation","","","0","","0","","","","0","","0","","101.535","100.81","0","First Lien Senior Secured","0","-11"
"'6094dc48825f6","Oaktree Strategic Income II, Inc.","100","100","0","First Lien Senior Secured","0","-23","","","0","","0","","","","0","","0",""
"'609a28335cd0f","Blackstone Private Credit Fund","100","100","0","First Lien Senior Secured","0","-23","","","0","","0","","","","0","","0",""
"'5fb3795d048e2","Sierra Income Corporation","104.55","99.47","0","First Lien Senior Secured","0","12","102.71","97.5","0","First Lien Senior Secured","0","12","101.9","96.51","0","First Lien Senior Secured","0","12"
"'5994265bde829","Great Elm Capital Corp.","33.62","16.1","1","First Lien Senior Secured","0","-92","92.54","44.31","1","First Lien Senior Secured","0","-92","222.62","106.59","1","First Lien Senior Secured","0","-92"
"'5e70c15d32b57","Newtek Business Services Corp.","","","0","","0","","","","0","","0","","101.685","101.68","0","First Lien Senior Secured","0","50"
"'602392c0c36f6","PennantPark Floating Rate Capital Ltd.","","","0","First Lien Senior Secured","0","0","","","0","First Lien Senior Secured","0","0","","","0","","0",""
"'5eb910056fb1c","Monroe Capital Income Plus Corporation","100.66","99","0","First Lien Senior Secured","0","2","99.68","97.96","0","First Lien Senior Secured","0","2","99.64","97.85","0","First Lien Senior Secured","0","2"
"'591ada3392b12","Newtek Business Services Corp.","97.77","97.77","1","First Lien Senior Secured","0","-33","96.78","96.78","1","First Lien Senior Secured","0","-33","101.015","101.015","0","First Lien Senior Secured","0","-38.5"
"'5ffeb74c1dfed","Ares Capital Corporation","100","100","0","First Lien Senior Secured","0","-9","100","100","0","First Lien Senior Secured","0","-9","100","100","0","First Lien Senior Secured","0","-9"
"'591aedf1ccb8d","Newtek Business Services Corp.","117.65","117.65","0","First Lien Senior Secured","0","189","117.92","117.92","0","First Lien Senior Secured","0","189","116.96","116.96","0","First Lien Senior Secured","0","189"
"'606353bf13bd8","Newtek Business Services Corp.","91.89","91.89","0","First Lien Senior Secured","0","63","91.15","91.15","0","First Lien Senior Secured","0","63","","","0","","0",""
"'5be96399a8fd5","Newtek Business Services Corp.","","100","0","First Lien Senior Secured","0","35","","90","0","First Lien Senior Secured","0","35","","90","0","First Lien Senior Secured","0","35"
"'5f33dc878873a","Newtek Business Services Corp.","","","0","","0","","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'5cd3fd5f8eee0","Goldman Sachs BDC, Inc.","102.08","98.495","0","First Lien Senior Secured","0","-8","102.13","96.25","0","First Lien Senior Secured","0","-8","96.75","95.5","0","First Lien Senior Secured","0","-8"
"'5ffd6787d6843","Bain Capital Specialty Finance, Inc","100.68","100","0","First Lien Senior Secured","0","1","100.75","100","0","First Lien Senior Secured","0","1","100.55","99.75","0","First Lien Senior Secured","0","1"
"'591456051d104","FS KKR Capital Corp. II","100","100","0","First Lien Senior Secured","0","-33","100.94","100.94","0","First Lien Senior Secured","0","-33","100.63","100.55","0","First Lien Senior Secured","0","-33"
"'5f33b23262c2f","Newtek Business Services Corp.","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'60634678834d0","Newtek Business Services Corp.","84.01","84.01","0","First Lien Senior Secured","0","63","84.2","84.2","0","First Lien Senior Secured","0","63","","","0","","0",""
"'608986d6cc1a3","Ares Capital Corporation","99","98.99","0","Second Lien Senior Secured","0","16","","","0","","0","","","","0","","0",""
"'5b62970a51cba","BlackRock Capital Investment Corporation","","","0","","0","","97.455","97","0","Second Lien Senior Secured","1","-20","95.47","95","0","Second Lien Senior Secured","1","-20"
"'5cd5134e1540f","Owl Rock Technology Finance Corp.","","","0","First Lien Senior Secured","0","16","","","0","First Lien Senior Secured","0","11","","","0","First Lien Senior Secured","0","11"
"'5dcbb21d3ea03","Business Development Corporation of America","32.94","28.24","1","Second Lien Senior Secured","0","-47","32.4","28.26","1","Second Lien Senior Secured","0","-47","74.61","66.24","1","Second Lien Senior Secured","0","-47"
"'6009201440d2a","Monroe Capital Corporation","100.8","99.6","0","First Lien Senior Secured","0","-8","100.72","99.4","0","First Lien Senior Secured","0","-20","100.16","98.75","0","First Lien Senior Secured","0","-20"
"'591d5248ae5d0","Crescent Capital BDC, Inc","100.89","100","0","First Lien Senior Secured","0","-32","101.03","100","0","First Lien Senior Secured","0","-32","","","0","","0",""
"'5ffeb0c10af64","New Mountain Guardian III BDC, L.L.C.","100.52","99.816666666667","0","First Lien Senior Secured","0","0","103.04","101.85","0","First Lien Senior Secured","0","0","102.59","101.34","0","First Lien Senior Secured","0","0"
"'6063345f83d5c","Newtek Business Services Corp.","84.09","84.09","0","First Lien Senior Secured","0","63","84.23","84.24","0","First Lien Senior Secured","0","63","","","0","","0",""
"'593a6789c2b6a","Prospect Capital Corporation","102.87","100","0","First Lien Senior Secured","0","-18.5","103.71","100","0","First Lien Senior Secured","0","-18.5","100","100","0","First Lien Senior Secured","0","-17"
"'5eb3db7599cde","FS KKR Capital Corp. II","100","100","0","Subordinated","1","54","100","100","0","Subordinated","1","54","100","100","0","Subordinated","1","54"
"'609b7675e933d","Palmer Square Capital BDC Inc","103.45","100.37","0","First Lien Senior Secured","1","5","","","0","","0","","","","0","","0",""
"'5c7cf05840f28","Main Street Capital Corporation","97.98","96.8","0","First Lien Senior Secured","0","-20","97.72","96.46","0","First Lien Senior Secured","0","-20","95.13","93.79","0","First Lien Senior Secured","0","-20"
"'59fc756e3e0c4","SLR Investment Corp.","99.27","99.27","0","First Lien Senior Secured","0","-28","99.31","99.22","0","First Lien Senior Secured","0","-28","97.28","97.2","0","First Lien Senior Secured","0","-32"
"'5be278290dc90","Oaktree Strategic Income Corp","","","0","","0","","","","0","","0","","96.94","96.6","0","First Lien Senior Secured","0","-1"
"'5915ab48d271f","Newtek Business Services Corp.","116.57","116.57","0","First Lien Senior Secured","0","157","116.77","116.77","0","First Lien Senior Secured","0","157","117.22","117.22","0","First Lien Senior Secured","0","157"
"'5f23ca5e29cd9","Hercules Capital, Inc.","100.51","99.23","0","First Lien Senior Secured","0","-15","101.02","99.08","0","First Lien Senior Secured","0","-15","100","97.72","0","First Lien Senior Secured","0","-15"
"'5cc870f3ace57","TCG BDC, Inc","89.99","88.7","0","Second Lien Senior Secured","0","16","87.8","86.49","0","Second Lien Senior Secured","0","16","88.39","87.04","0","Second Lien Senior Secured","0","16"
"'5c908eae80cd8","Blackstone Private Credit Fund","100.01","100.32","0","First Lien Senior Secured","0","-11","","","0","","0","","","","0","","0",""
"'5a044e50b34a7","Newtek Business Services Corp.","","102.7","0","First Lien Senior Secured","0","24","","95","0","First Lien Senior Secured","0","24","","95.12","0","First Lien Senior Secured","0","24"
"'5e3c27b79fc72","Oaktree Specialty Lending Corp","108.07","96.07","0","First Lien Senior Secured","0","0","106.37","93.81","0","First Lien Senior Secured","0","0","103","90.16","0","First Lien Senior Secured","0","0"
"'5b714110af82b","Bain Capital Specialty Finance, Inc","91.51","91","0","First Lien Senior Secured","0","-14","91.56","91","0","First Lien Senior Secured","0","-14","94.62","94","0","First Lien Senior Secured","0","-14"
"'5f31442b68bb4","Oaktree Specialty Lending Corp","107.22","100.14","0","First Lien Senior Secured","0","7","","","0","","0","","","","0","","0",""
"'5c7cf05840f28","MSC Income Fund, Inc. (f.k.a HMS Income Fund, Inc.)","98.02","96.82","0","First Lien Senior Secured","0","-20","97.77","96.51","0","First Lien Senior Secured","0","-20","95.12","93.81","0","First Lien Senior Secured","0","-20"
"'6093b5108d69c","PennantPark Floating Rate Capital Ltd.","99.92","98","0","Second Lien Senior Secured","0","17","","","0","","0","","","","0","","0",""
"'5be91594bcbbc","Blackstone Private Credit Fund","98.67","97.26","0","First Lien Senior Secured","1","5","","","0","","0","","","","0","","0",""
"'591453bb40bbf","Ares Capital Corporation","101.005","100.71","0","Second Lien Senior Secured","0","-2","100.29","100","0","Second Lien Senior Secured","0","-2","100.44","100","0","Second Lien Senior Secured","0","-2"
"'5e70d261b7614","Newtek Business Services Corp.","83.74","83.74","0","First Lien Senior Secured","0","49","84.06","84.06","0","First Lien Senior Secured","0","49","80.09","80.09","0","First Lien Senior Secured","0","49"
"'601d0cb511592","WhiteHorse Finance, Inc.","","","0","First Lien Senior Secured","0","15","","","0","First Lien Senior Secured","0","15","","","0","","0",""
"'5e70d6ba3133f","Newtek Business Services Corp.","99.11","99.12","0","First Lien Senior Secured","0","50","98.85","98.85","0","First Lien Senior Secured","0","50","97.42","97.42","0","First Lien Senior Secured","0","50"
"'59156907e184c","BlackRock Capital Investment Corporation","90","90","0","Second Lien Senior Secured","1","-13","88","88","0","Second Lien Senior Secured","1","-13","75","75","0","Second Lien Senior Secured","1","-13"
"'5f33d4e421f0f","Newtek Business Services Corp.","","","0","","0","","","100","0","First Lien Senior Secured","0","-37","","100","0","First Lien Senior Secured","0","-38"
"'6037610d13e32","Crescent Capital BDC, Inc","","","0","First Lien Senior Secured","0","13","","","0","First Lien Senior Secured","0","13","","","0","","0",""
"'609e8205d1981","Newtek Business Services Corp.","100","100","1","First Lien Senior Secured","0","195","","","0","","0","","","","0","","0",""
"'604b18f354d79","BC Partners Lending Corporation","","","0","","0","","","","0","First Lien Senior Secured","0","-38","","","0","","0",""
"'5f9bcd4dcf2f9","Hercules Capital, Inc.","103.18","103.46","0","First Lien Senior Secured","1","-12","100","99.75","0","First Lien Senior Secured","1","-12","100","99.23","0","First Lien Senior Secured","1","-12"
"'5c91030524309","Newtek Business Services Corp.","113.67","113.67","0","First Lien Senior Secured","0","218","113.81","113.81","0","First Lien Senior Secured","0","218","114.88","114.88","0","First Lien Senior Secured","0","218"
"'5e70beff2e710","Newtek Business Services Corp.","82.85","82.85","0","First Lien Senior Secured","0","51","83.16","83.16","0","First Lien Senior Secured","0","51","78.73","78.73","0","First Lien Senior Secured","0","51"
"'604f1b6e105fc","Nuveen Churchill Direct Lending Corp.","100.84","99.93","0","First Lien Senior Secured","0","2","100","99.03","0","First Lien Senior Secured","0","2","","","0","","0",""
"'603621c5b85cb","Owl Rock Capital Corporation","100.46","98","0","Second Lien Senior Secured","0","39","100","97.5","0","Second Lien Senior Secured","0","39","","","0","","0",""
"'6064273458904","AB Private Credit Investors Corporation","","","0","First Lien Senior Secured","0","-11","","","0","First Lien Senior Secured","0","-11","","","0","","0",""
"'6007b8ef0f6e6","Owl Rock Capital Corporation","88.82","87.8","0","First Lien Senior Secured","0","-11","87.78","86.69","0","First Lien Senior Secured","0","-11","87.86","86.69","0","First Lien Senior Secured","0","-11"
"'6000095fda82e","Blackrock TCP Capital Corp.","100.75","99.64","0","First Lien Senior Secured","0","-18","100.36","99.15","0","First Lien Senior Secured","0","-18","99.67","98.4","0","First Lien Senior Secured","0","-18"
"'60583cb4dc0e0","Audax Credit BDC Inc.","100.31","100","0","First Lien Senior Secured","0","-1","100.49","100","0","First Lien Senior Secured","0","-1","","","0","","0",""
"'5ffe913cb21d0","Sierra Income Corporation","100","100","0","First Lien Senior Secured","0","-26","100","100","0","First Lien Senior Secured","0","-26","100","100","0","First Lien Senior Secured","0","-26"
"'609e7eb72b16e","Newtek Business Services Corp.","110.235","110.235","0","First Lien Senior Secured","0","246","","","0","","0","","","","0","","0",""
"'5faa643dc06d8","Barings Capital Investment Corporation","98.37","97.25","0","First Lien Senior Secured","1","24","105.26","96.94","0","First Lien Senior Secured","1","24","100.7","96.66","0","First Lien Senior Secured","1","24"
"'59144e2de9928","Oxford Square Capital Corp.","","","0","","0","","","","0","","0","","98.11","97.75","0","First Lien Senior Secured","0","-3"
"'591585357238f","CION Investment Corporation","94.89","93.62","0","First Lien Senior Secured","0","-3","89.02","87.75","0","First Lien Senior Secured","0","-3","83.75","82.5","0","First Lien Senior Secured","0","-3"
"'5ff699ad41f7d","PennantPark Investment Corp","96.25","96.25","0","First Lien Senior Secured","0","-1","95.5","95.5","0","First Lien Senior Secured","0","-1","96.5","96.5","0","First Lien Senior Secured","0","-1"
"'5f33b17e8fb89","Newtek Business Services Corp.","","100","0","First Lien Senior Secured","0","-38","","100","0","First Lien Senior Secured","0","-38","","100","0","First Lien Senior Secured","0","-38"
"'5dce74d1032cd","AB Private Credit Investors Corporation","93.19","92.5","0","First Lien Senior Secured","0","-9","93.23","92.5","0","First Lien Senior Secured","0","-9","93.27","92.5","0","First Lien Senior Secured","0","-9"
"'6022709604dea","Golub Capital BDC 3, Inc.","100.95","100","0","First Lien Senior Secured","0","-10","100","99","0","First Lien Senior Secured","0","-10","","","0","","0",""
"'603cf1476b3b7","Main Street Capital Corporation","95.41","94.41","0","First Lien Senior Secured","0","-25","93.63","92.5","0","First Lien Senior Secured","0","-25","","","0","","0",""
"'600125528c2dc","Crescent Capital BDC, Inc","102.89","97.89","0","First Lien Senior Secured","0","-5","102.97","97.46","0","First Lien Senior Secured","0","-5","100.51","91.18","0","First Lien Senior Secured","0","-5"
"'591d38ba0d3c3","Newtek Business Services Corp.","115.89","115.89","0","First Lien Senior Secured","0","198","116.07","116.07","0","First Lien Senior Secured","0","198","116.93","116.93","0","First Lien Senior Secured","0","198"
"'5b6d3a3055b95","Newtek Business Services Corp.","97.84","97.84","0","First Lien Senior Secured","0","32","98.08","98.08","0","First Lien Senior Secured","0","32","88.5","88.5","0","First Lien Senior Secured","0","32"
"'5915894e148f5","FS KKR Capital Corp.","","","0","","0","","50","50","1","Second Lien Senior Secured","0","-1","50","50","1","Second Lien Senior Secured","0","-1"
"'5c90fcc595b83","Newtek Business Services Corp.","90.5","90.5","0","First Lien Senior Secured","0","40","90.7","90.7","0","First Lien Senior Secured","0","40","88.07","88.07","0","First Lien Senior Secured","0","40"
"'5af15b8330732","AB Private Credit Investors Corporation","99.69","99","0","First Lien Senior Secured","0","-11","99.73","99","0","First Lien Senior Secured","0","-11","97.76","97","0","First Lien Senior Secured","0","-11"
"'6038a130436b3","Goldman Sachs BDC, Inc.","100.06","97.5","0","First Lien Senior Secured","0","15","99.99","97.34","0","First Lien Senior Secured","0","15","","","0","","0",""
"'5ff428ab97797","Oaktree Specialty Lending Corp","98.51","94.8","0","First Lien Senior Secured","0","-6","92.88","91.62","0","First Lien Senior Secured","0","-6","93.56","92.2","0","First Lien Senior Secured","0","-6"
"'5a7c1a6c52ff7","Prospect Capital Corporation","91.33","55.64","0","Other","1","70","90.87","56.17","0","Other","1","70","90.69","56.1","0","Other","1","70"
"'5f33d73d0b5c5","Newtek Business Services Corp.","","","0","","0","","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'60375def12780","Crescent Capital BDC, Inc","103.9","100","0","First Lien Senior Secured","0","1","106.74","100","0","First Lien Senior Secured","0","1","","","0","","0",""
"'5ffd58e697a3b","Ares Capital Corporation","100","100","0","First Lien Senior Secured","1","-4","","","0","First Lien Senior Secured","1","-4","","100","0","First Lien Senior Secured","1","-4"
"'60000974690ed","Blackrock TCP Capital Corp.","99.89","99.64","0","First Lien Senior Secured","0","-18","99.44","99.15","0","First Lien Senior Secured","0","-18","98.72","98.4","0","First Lien Senior Secured","0","-18"
"'5a044c371a721","Newtek Business Services Corp.","101.49","101.49","0","First Lien Senior Secured","0","22","97.1","97.1","0","First Lien Senior Secured","0","22","95.07","95.07","0","First Lien Senior Secured","0","22"
"'5ffed6b116997","New Mountain Finance Corporation","","","0","","0","","74.56","74.39","0","First Lien Senior Secured","0","-35","86.16","85.94","0","First Lien Senior Secured","0","-35"
"'5915a32e205c8","Audax Credit BDC Inc.","105.67","100.37","0","First Lien Senior Secured","0","-9","105.88","100.37","0","First Lien Senior Secured","0","-9","103.81","98.21","0","First Lien Senior Secured","0","-9"
"'60361f27584c5","Owl Rock Core Income Corp.","","","0","First Lien Senior Secured","0","3","","","0","First Lien Senior Secured","0","3","","","0","","0",""
